detection_id,detection_name,normalized_detection_name,catalog_status,detection_type,family,security_domain,analytic_story,mitre_attack_ids,technique_count,data_source_names,required_data_source_count,products,search,how_to_implement,source_file
17cd75b2-8666-11eb-9ab4-acde48001122,High Process Termination Frequency,high process termination frequency,production,Anomaly,Sysmon,endpoint,BlackByte Ransomware; Rhysida Ransomware; LockBit Ransomware; Medusa Ransomware; Crypto Stealer; Snake Keylogger; Clop Ransomware; Termite Ransomware; Interlock Ransomware; NailaoLocker Ransomware; Hellcat Ransomware,T1486,1,Sysmon EventID 5,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`sysmon` EventCode=5 | bin _time span=3s | stats values(process) as process values(process_exec) as process_exec values(process_guid) as process_guid values(process_id) as process_id values(process_name) as process_name values(process_path) as process_path values(user_id) as user_id min(_time) as firstTime max(_time) as lastTime count BY _time dest EventCode ProcessID signature signature_id vendor_product | where count >= 15 | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `high_process_termination_frequency_filter`,"To successfully implement this search, you need to be ingesting logs with the Image (process full path of terminated process) from your endpoints. If you are using Sysmon, you must have at least version 6.0.4 of the Sysmon TA.",detections/endpoint/high_process_termination_frequency.yml
553d0429-1a1c-44bf-b3f5-a8513deb9ee5,Hunting 3CXDesktopApp Software,hunting 3cxdesktopapp software,production,Hunting,Sysmon,endpoint,3CX Supply Chain Attack,T1195.002,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE Processes.process_name=3CXDesktopApp.exe OR Processes.process_name=""3CX Desktop App"" BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `hunting_3cxdesktopapp_software_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/hunting_3cxdesktopapp_software.yml
cf8d753e-a8fe-11eb-8f58-acde48001122,Icacls Deny Command,icacls deny command,production,Anomaly,Sysmon,endpoint,Azorult; Sandworm Tools; Compromised Windows Host; XMRig; Crypto Stealer; Defense Evasion or Unauthorized Access Via SDDL Tampering,T1222,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name IN ( ""icacls.exe"", ""cacls.exe"", ""xcacls.exe"") AND Processes.process IN (""*/deny*"", ""*/d:*"", ""*/d "") by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `icacls_deny_command_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/icacls_deny_command.yml
b1b1e316-accc-11eb-a9b4-acde48001122,ICACLS Grant Command,icacls grant command,production,Anomaly,Sysmon,endpoint,Ransomware; Crypto Stealer; XMRig; Defense Evasion or Unauthorized Access Via SDDL Tampering; NetSupport RMM Tool Abuse,T1222,1,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name IN ( ""icacls.exe"", ""cacls.exe"", ""xcacls.exe"") AND Processes.process IN (""*/grant*"", ""*/g:*"", ""*/g *"") by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `icacls_grant_command_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/icacls_grant_command.yml
0db4da70-f14b-11eb-8043-acde48001122,IcedID Exfiltrated Archived File Creation,icedid exfiltrated archived file creation,production,Hunting,Sysmon,endpoint,IcedID; APT37 Rustonotto and FadeStealer,T1560.001,1,Sysmon EventID 11,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count values(Filesystem.file_path) as file_path min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Filesystem where Filesystem.file_path=""*\\passff.tar"" OR Filesystem.file_path=""*\\cookie.tar"" by Filesystem.action Filesystem.dest Filesystem.file_access_time Filesystem.file_create_time Filesystem.file_hash Filesystem.file_modify_time Filesystem.file_name Filesystem.file_path Filesystem.file_acl Filesystem.file_size Filesystem.process_guid Filesystem.process_id Filesystem.user Filesystem.vendor_product | `drop_dm_object_name(Filesystem)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `icedid_exfiltrated_archived_file_creation_filter`","To successfully implement this search, you need to be ingesting logs with the process name, parent process, and command-line executions from your endpoints. If you are using Sysmon, you must have at least version 6.0.4 of the Sysmon TA.",detections/endpoint/icedid_exfiltrated_archived_file_creation.yml
8ce07472-496f-11ec-ab3b-3e22fbd008af,Impacket Lateral Movement Commandline Parameters,impacket lateral movement commandline parameters,production,TTP,Sysmon,endpoint,WhisperGate; Gozi Malware; Active Directory Lateral Movement; Volt Typhoon; Prestige Ransomware; Industroyer2; Data Destruction; Graceful Wipe Out Attack; Compromised Windows Host; CISA AA22-277A; Storm-0501 Ransomware,T1021.002; T1021.003; T1047; T1543.003,4,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=cmd.exe (Processes.process = ""*/Q /c * \\\\127.0.0.1\\*$*"" AND Processes.process IN (""*2>&1*"",""*2&gt;&amp;1*"")) by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `impacket_lateral_movement_commandline_parameters_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/impacket_lateral_movement_commandline_parameters.yml
bb3c1bac-6bdf-4aa0-8dc9-068b8b712a76,Impacket Lateral Movement smbexec CommandLine Parameters,impacket lateral movement smbexec commandline parameters,production,TTP,Sysmon,endpoint,WhisperGate; Active Directory Lateral Movement; Volt Typhoon; Prestige Ransomware; Industroyer2; Data Destruction; Graceful Wipe Out Attack; Compromised Windows Host; CISA AA22-277A,T1021.002; T1021.003; T1047; T1543.003,4,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=cmd.exe by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | where match(process, ""(?i)cmd\.exe\s+\/Q\s+\/c"") AND match(process,""(?i)echo\s+cd"") AND match(process, ""(?i)\\__output"") AND match(process, ""(?i)C:\\\\Windows\\\\[a-zA-Z]{1,8}\\.bat"") AND match(process, ""\\\\127\.0\.0\.1\\.*"") | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `impacket_lateral_movement_smbexec_commandline_parameters_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/impacket_lateral_movement_smbexec_commandline_parameters.yml
d6e464e4-5c6a-474e-82d2-aed616a3a492,Impacket Lateral Movement WMIExec Commandline Parameters,impacket lateral movement wmiexec commandline parameters,production,TTP,Sysmon,endpoint,WhisperGate; Gozi Malware; Active Directory Lateral Movement; Volt Typhoon; Prestige Ransomware; Industroyer2; Data Destruction; Graceful Wipe Out Attack; Compromised Windows Host; CISA AA22-277A; Storm-0501 Ransomware,T1021.002; T1021.003; T1047; T1543.003,4,Sysmon EventID 1; Windows Event Log Security 4688; CrowdStrike ProcessRollup2,3,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.parent_process_name=wmiprvse.exe by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | where match(process, ""(?i)cmd\.exe\s+\/Q\s+\/c"") AND match(process, ""\\\\127\.0\.0\.1\\.*"") AND match(process, ""__\\d{1,10}\\.\\d{1,10}"") | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)`| `impacket_lateral_movement_wmiexec_commandline_parameters_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/impacket_lateral_movement_wmiexec_commandline_parameters.yml
a4e8f3a4-48b2-11ec-bcfc-3e22fbd008af,Interactive Session on Remote Endpoint with PowerShell,interactive session on remote endpoint with powershell,production,TTP,Powershell,endpoint,Active Directory Lateral Movement,T1021.006,1,Powershell Script Block Logging 4104,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`powershell` EventCode=4104 (ScriptBlockText=""*Enter-PSSession*"" AND ScriptBlockText=""*-ComputerName*"") | fillnull | stats count min(_time) as firstTime max(_time) as lastTime BY dest signature signature_id user_id vendor_product EventID Guid Opcode Name Path ProcessID ScriptBlockId ScriptBlockText | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `interactive_session_on_remote_endpoint_with_powershell_filter`","To successfully implement this analytic, you will need to enable PowerShell Script Block Logging on some or all endpoints. Additional setup instructions can be found https://help.splunk.com/en/security-offerings/splunk-user-behavior-analytics/get-data-in/5.4.1/add-other-data-to-splunk-uba/configure-powershell-logging-to-see-powershell-anomalies-in-splunk-uba.",detections/endpoint/interactive_session_on_remote_endpoint_with_powershell.yml
eb65619c-4f8d-4383-a975-d352765d344b,Java Writing JSP File,java writing jsp file,production,TTP,Sysmon,endpoint,Spring4Shell CVE-2022-22965; Atlassian Confluence Server and Data Center CVE-2022-26134; SysAid On-Prem Software CVE-2023-47246 Vulnerability; SAP NetWeaver Exploitation,T1190; T1133,2,Sysmon for Linux EventID 1 AND Sysmon for Linux EventID 11,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count FROM datamodel=Endpoint.Processes WHERE Processes.process_name IN (""java"",""java.exe"", ""javaw.exe"") BY _time Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | join process_guid [ | tstats `security_content_summariesonly` count FROM datamodel=Endpoint.Filesystem WHERE Filesystem.file_name=""*.jsp*"" BY _time Filesystem.action Filesystem.dest Filesystem.file_access_time Filesystem.file_create_time Filesystem.file_hash Filesystem.file_modify_time Filesystem.file_name Filesystem.file_path Filesystem.file_acl Filesystem.file_size Filesystem.process_guid Filesystem.process_id Filesystem.user Filesystem.vendor_product | `drop_dm_object_name(Filesystem)` | fields _time process_guid file_path file_name file_create_time user dest process_name] | stats count min(_time) as firstTime max(_time) as lastTime BY dest process_name process_guid file_name file_path file_create_time user | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `java_writing_jsp_file_filter`","To successfully implement this search you need to be ingesting information on process that include the name of the process responsible for the changes from your endpoints into the `Endpoint` datamodel in the `Processes` and `Filesystem` node. In addition, confirm the latest CIM App 4.20 or higher is installed and the latest TA for the endpoint product.",detections/endpoint/java_writing_jsp_file.yml
002f1e24-146e-11ec-a470-acde48001122,Jscript Execution Using Cscript App,jscript execution using cscript app,production,TTP,Sysmon,endpoint,FIN7; Remcos,T1059.007,1,Sysmon EventID 1; CrowdStrike ProcessRollup2,2,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE ( Processes.parent_process_name = ""cscript.exe"" AND Processes.parent_process = ""*//e:jscript*"" ) OR (Processes.process_name = ""cscript.exe"" AND Processes.process = ""*//e:jscript*"") BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `jscript_execution_using_cscript_app_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/jscript_execution_using_cscript_app.yml
5cc67381-44fa-4111-8a37-7a230943f027,Kerberoasting spn request with RC4 encryption,kerberoasting spn request with rc4 encryption,production,TTP,Windows,endpoint,Windows Privilege Escalation; Data Destruction; Active Directory Kerberos Attacks; Compromised Windows Host; Hermetic Wiper,T1558.003,1,Windows Event Log Security 4769,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4769 ServiceName!=""*$"" (TicketOptions=0x40810000 OR TicketOptions=0x40800000 OR TicketOptions=0x40810010) TicketEncryptionType=0x17 | stats count min(_time) as firstTime max(_time) as lastTime BY Computer, user, service_id, service, TicketEncryptionType, TicketOptions | rename Computer as dest | `security_content_ctime(lastTime)` | `security_content_ctime(firstTime)` | `kerberoasting_spn_request_with_rc4_encryption_filter`","To successfully implement this search, you need to be ingesting Domain Controller and Kerberos events. The Advanced Security Audit policy setting `Audit Kerberos Authentication Service` within `Account Logon` needs to be enabled. Whithin environments where this type of communication is common, consider dropping the risk score and add throttling based on the user and service_id for 30 days. This will allow RBA to alert when there is an anomalous spike of these kerberoastable SPN requests within a short period of time.",detections/endpoint/kerberoasting_spn_request_with_rc4_encryption.yml
0cb847ee-9423-11ec-b2df-acde48001122,Kerberos Pre-Authentication Flag Disabled in UserAccountControl,kerberos pre authentication flag disabled in useraccountcontrol,production,TTP,Windows,endpoint,Active Directory Kerberos Attacks; BlackSuit Ransomware,T1558.004,1,Windows Event Log Security 4738,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4738 UserAccountControl=""*%%2096*"" | rename TargetUserName as user, SubjectUserName as actor | stats count earliest(_time) as firstTime latest(_time) as lastTime by actor, user, dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `kerberos_pre_authentication_flag_disabled_in_useraccountcontrol_filter`","To successfully implement this search, you need to be ingesting Domain Controller events. The Advanced Security Audit policy setting `User Account Management` within `Account Management` needs to be enabled.",detections/endpoint/kerberos_pre_authentication_flag_disabled_in_useraccountcontrol.yml
59b51620-94c9-11ec-b3d5-acde48001122,Kerberos Pre-Authentication Flag Disabled with PowerShell,kerberos pre authentication flag disabled with powershell,production,TTP,Powershell,endpoint,Active Directory Kerberos Attacks,T1558.004,1,Powershell Script Block Logging 4104,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`powershell` EventCode=4104 (ScriptBlockText = ""*Set-ADAccountControl*"" AND ScriptBlockText=""*DoesNotRequirePreAuth:$true*"") | fillnull | stats count min(_time) as firstTime max(_time) as lastTime BY dest signature signature_id user_id vendor_product EventID Guid Opcode Name Path ProcessID ScriptBlockId ScriptBlockText | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `kerberos_pre_authentication_flag_disabled_with_powershell_filter`","To successfully implement this analytic, you will need to enable PowerShell Script Block Logging on some or all endpoints. Additional setup here https://help.splunk.com/en/security-offerings/splunk-user-behavior-analytics/get-data-in/5.4.1/add-other-data-to-splunk-uba/configure-powershell-logging-to-see-powershell-anomalies-in-splunk-uba.",detections/endpoint/kerberos_pre_authentication_flag_disabled_with_powershell.yml
7d90f334-a482-11ec-908c-acde48001122,Kerberos Service Ticket Request Using RC4 Encryption,kerberos service ticket request using rc4 encryption,production,TTP,Windows,endpoint,Active Directory Kerberos Attacks; Active Directory Privilege Escalation; Scattered Lapsus$ Hunters,T1558.001,1,Windows Event Log Security 4769,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4769 ServiceName=""*$"" (TicketOptions=0x40810000 OR TicketOptions=0x40800000 OR TicketOptions=0x40810010) TicketEncryptionType=0x17 | stats count min(_time) as firstTime max(_time) as lastTime BY dest, service, service_id, TicketEncryptionType, TicketOptions | `security_content_ctime(lastTime)` | `security_content_ctime(firstTime)` | `kerberos_service_ticket_request_using_rc4_encryption_filter`","To successfully implement this search, you need to be ingesting Domain Controller and Kerberos events. The Advanced Security Audit policy setting `Audit Kerberos Authentication Service` within `Account Logon` needs to be enabled.",detections/endpoint/kerberos_service_ticket_request_using_rc4_encryption.yml
18916468-9c04-11ec-bdc6-acde48001122,Kerberos TGT Request Using RC4 Encryption,kerberos tgt request using rc4 encryption,production,TTP,Windows,endpoint,Active Directory Kerberos Attacks; Scattered Lapsus$ Hunters,T1550,1,Windows Event Log Security 4768,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,`wineventlog_security` EventCode=4768 TicketEncryptionType=0x17 ServiceName!=*$ | stats count min(_time) as firstTime max(_time) as lastTime BY ServiceName src_ip dest | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `kerberos_tgt_request_using_rc4_encryption_filter`,"To successfully implement this search, you need to be ingesting Domain Controller and Kerberos events. The Advanced Security Audit policy setting `Audit Kerberos Authentication Service` within `Account Logon` needs to be enabled.",detections/endpoint/kerberos_tgt_request_using_rc4_encryption.yml
d82d4af4-a0bd-11ec-9445-3e22fbd008af,Kerberos User Enumeration,kerberos user enumeration,production,Anomaly,Windows,endpoint,Active Directory Kerberos Attacks,T1589.002,1,Windows Event Log Security 4768,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"`wineventlog_security` EventCode=4768 Status=0x6 TargetUserName!=""*$"" | bucket span=2m _time | stats dc(TargetUserName) AS unique_accounts values(TargetUserName) as tried_accounts values(dest) as dest BY _time, src_ip | eventstats avg(unique_accounts) as comp_avg , stdev(unique_accounts) as comp_std BY src_ip | eval upperBound=(comp_avg+comp_std*3) | eval isOutlier=if(unique_accounts > 10 and unique_accounts >= upperBound, 1, 0) | search isOutlier=1 | `kerberos_user_enumeration_filter`","To successfully implement this search, you need to be ingesting Domain Controller and Kerberos events. The Advanced Security Audit policy setting `Audit Kerberos Authentication Service` within `Account Logon` needs to be enabled.",detections/endpoint/kerberos_user_enumeration.yml
73a56508-1cf5-4df7-b8d9-5737fbdc27d2,Linux Account Manipulation Of SSH Config and Keys,linux account manipulation of ssh config and keys,production,Anomaly,Sysmon,endpoint,AcidRain; Hellcat Ransomware,T1070.004; T1485,2,Sysmon for Linux EventID 11,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem WHERE Filesystem.action=deleted AND Filesystem.file_path IN (""/etc/ssh/*"", ""~/.ssh/*"") BY Filesystem.action Filesystem.dest Filesystem.file_access_time Filesystem.file_create_time Filesystem.file_hash Filesystem.file_modify_time Filesystem.file_name Filesystem.file_path Filesystem.file_acl Filesystem.file_size Filesystem.process_guid Filesystem.process_id Filesystem.user Filesystem.vendor_product | `drop_dm_object_name(Filesystem)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `linux_account_manipulation_of_ssh_config_and_keys_filter`","To successfully implement this search, you need to be ingesting logs with the process name, parent process, and command-line executions from your endpoints. If you are using Sysmon, you can use the Add-on for Linux Sysmon from Splunkbase.",detections/endpoint/linux_account_manipulation_of_ssh_config_and_keys.yml
023f3452-5f27-11ec-bf00-acde48001122,Linux Add Files In Known Crontab Directories,linux add files in known crontab directories,production,Anomaly,Sysmon,endpoint,XorDDos; Linux Living Off The Land; Linux Privilege Escalation; Scheduled Tasks; Linux Persistence Techniques,T1053.003,1,Sysmon for Linux EventID 11,1,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem WHERE Filesystem.file_path IN (""*/etc/cron*"", ""*/var/spool/cron/*"") BY Filesystem.action Filesystem.dest Filesystem.file_access_time Filesystem.file_create_time Filesystem.file_hash Filesystem.file_modify_time Filesystem.file_name Filesystem.file_path Filesystem.file_acl Filesystem.file_size Filesystem.process_guid Filesystem.process_id Filesystem.user Filesystem.vendor_product | `drop_dm_object_name(Filesystem)` | `security_content_ctime(lastTime)` | `security_content_ctime(firstTime)` | `linux_add_files_in_known_crontab_directories_filter`","To successfully implement this search, you need to be ingesting logs with the file name, file path, and process_guid executions from your endpoints. If you are using Sysmon, you can use the Add-on for Linux Sysmon from Splunkbase.",detections/endpoint/linux_add_files_in_known_crontab_directories.yml
51fbcaf2-6259-11ec-b0f3-acde48001122,Linux Add User Account,linux add user account,production,Hunting,Sysmon,endpoint,Linux Privilege Escalation; Linux Persistence Techniques; Cisco Isovalent Suspicious Activity,T1136.001,1,Sysmon for Linux EventID 1; Cisco Isovalent Process Exec,2,Splunk Enterprise; Splunk Enterprise Security; Splunk Cloud,"| tstats `security_content_summariesonly` count FROM datamodel=Endpoint.Processes WHERE Processes.process_name IN (""useradd"", ""adduser"") OR Processes.process IN (""*useradd *"", ""*adduser *"") BY Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `linux_add_user_account_filter`","The detection is based on data that originates from Endpoint Detection and Response (EDR) agents. These agents are designed to provide security-related telemetry from the endpoints where the agent is installed. To implement this search, you must ingest logs that contain the process GUID, process name, and parent process. Additionally, you must ingest complete command-line executions. These logs must be processed using the appropriate Splunk Technology Add-ons that are specific to the EDR product. The logs must also be mapped to the `Processes` node of the `Endpoint` data model. Use the Splunk Common Information Model (CIM) to normalize the field names and speed up the data modeling process.",detections/endpoint/linux_add_user_account.yml
